employee_id,team,role,experience_years,week,year,assigned_tasks,completed_tasks,story_points_completed,actual_work_hours,project_complexity,management_quality,KPI-1_Gorev_Tamamlama_Orani_GTO,KPI-2_Zamaninda_Teslim_Orani_ZTO,KPI-3_Goreli_Katki_Endeksi_GKE,KPI-4_Kod_Katki_Kalite_Endeksi_KKKE,KKKE_AltMetrik_ECO_Etkili_Commit_Orani,KKKE_AltMetrik_HDS_Haftalik_Dagilim_Skoru,KKKE_AltMetrik_CTO_Commit_Task_Dengesi,KKKE_AltMetrik_OCH_Ortalama_Commit_Hacmi,KPI-5_Bug_Yogunlugu_BY,KPI-6_Kritik_Bug_Orani_KBO,KPI-7_Code_Review_Kabul_Orani_CRKO,KPI-8_Ortalama_PR_Duzeltme_Sayisi_OPDS,KPI-9_Is_Yuku_Endeksi_IYE,KPI-10_Surekli_Asiri_Yuk_Skoru_SAYS,KPI-11_Toplanti_Yuku_Orani_TYO,KPI-12_Ekip_Katki_Skoru_EKS,KPI-13_360_Geri_Bildirim_Skoru_360GBS,KPI-14_Organizasyonel_Merkezilik_Skoru_OMS,KPI-15_Motivasyon_Skoru_MS,KPI-16_Motivasyon_Trend_Egimi_MTE,KPI-17_Gelisim_Katilim_Skoru_GKS,KPI-18_Genel_Performans_Skoru_GPS,KPI-19_Ayrilma_Riski_Skoru_ARS,KPI-20_Potansiyel_Performans_Endeksi_PPE,performance_band,attrition_risk_band
10,Frontend,Junior,1.0,40,2025,5,4,11.2,40.8,0.3433,0.7534,0.8574,0.8111,0.6146,0.8076,0.9545,0.4,5.25,116.9903,0.5012,0.3221,0.4171,5,0.9791,0.0,0.2419,56.8019,66.2546,0.4618,74.2309,2.5531,0.6573,65.674735,0.3052,65.9443,Stabil,Orta
10,Frontend,Junior,1.0,41,2025,6,5,19.5,41.8,0.5524,0.7017,0.7689,0.7422,1.096,0.7874,0.7105,1.0,5.4,218.4837,0.4846,0.3721,0.3579,5,0.979,0.0,0.2552,70.558,57.0525,0.4633,72.5533,2.3722,0.8086,65.95299,0.2833,69.7074,Stabil,Dusuk
10,Frontend,Junior,1.0,42,2025,14,10,50.6,43.7,0.6096,0.7579,0.6853,0.6078,1.8859,0.5434,0.7241,0.4,4.2,302.2467,0.5598,0.2986,0.3336,5,1.0592,0.0,0.3129,64.264,57.9276,0.5416,68.8632,-1.7013,0.8179,61.697275000000005,0.2264,64.0234,Riskli,Dusuk
10,Frontend,Junior,1.0,43,2025,7,4,8.6,35.0,0.5395,0.792,0.6315,0.4903,0.3945,0.6176,0.9231,0.2,3.0,221.6144,0.496,0.2724,0.362,5,0.8964,0.0,0.231,57.9468,62.8956,0.5632,75.2404,-0.0662,0.7662,57.335635,0.2532,65.7431,Riskli,Dusuk
10,Frontend,Junior,1.0,44,2025,4,3,12.9,45.1,0.4981,0.7302,0.7668,0.6716,0.4928,0.8582,0.8667,1.0,4.3333,196.3344,0.4617,0.2759,0.252,6,1.1073,0.0,0.1483,75.3808,63.0907,0.4187,65.2438,-1.5551,0.6234,62.695155,0.4504,57.0508,Riskli,Orta
10,Frontend,Junior,1.0,45,2025,10,8,20.4,38.8,0.4319,0.7475,0.7877,0.7184,0.9782,0.6816,0.8889,0.2,5.0,239.6131,0.6128,0.3314,0.357,4,0.9885,0.0,0.2344,51.2761,63.6226,0.5373,70.285,-0.5731,0.6174,62.38574,0.2513,58.4748,Riskli,Dusuk
10,Frontend,Junior,1.0,46,2025,10,8,27.0,38.7,0.5596,0.7616,0.7646,0.6289,1.4362,0.7036,0.9524,0.4,5.0,269.8096,0.5956,0.2988,0.3589,6,1.0105,0.0,0.225,59.143,64.9371,0.5599,64.1003,-2.8379,0.7254,64.012045,0.3967,60.1885,Riskli,Orta
10,Frontend,Junior,1.0,47,2025,9,6,31.5,43.9,0.6854,0.769,0.6774,0.6035,1.4907,0.7211,0.675,0.4,4.5,134.8761,0.5858,0.339,0.4154,4,1.0313,0.0,0.1489,58.4609,60.9135,0.5122,66.1586,-0.3441,0.9198,63.767135,0.2561,71.6294,Riskli,Dusuk
10,Frontend,Junior,1.0,48,2025,7,5,16.2,49.9,0.5144,0.727,0.6899,0.5977,0.6701,0.9276,0.8276,1.0,4.8,151.5317,0.6247,0.3668,0.4702,3,1.2267,1.0,0.3017,79.0545,61.1876,0.4602,59.2624,-3.101,0.8484,60.24919,0.515,64.1882,Riskli,Orta
10,Frontend,Junior,1.0,49,2025,6,5,13.1,43.5,0.5797,0.7296,0.7579,0.6532,0.5881,0.6208,0.68,0.4,3.4,99.612,0.5545,0.3452,0.3853,4,1.0636,1.0,0.2915,63.8866,65.486,0.4537,59.2378,-2.1484,0.8299,59.145005,0.4959,66.1341,Riskli,Orta
10,Frontend,Junior,1.0,50,2025,5,4,11.1,38.7,0.4494,0.7463,0.7257,0.7133,0.4942,0.6821,0.7407,0.6,5.0,260.3832,0.4889,0.2419,0.3451,5,0.9511,1.0,0.2422,62.6577,60.2708,0.4055,59.7015,-1.9396,0.5478,58.95206,0.3232,52.2011,Riskli,Orta
10,Frontend,Junior,1.0,51,2025,12,8,20.0,41.9,0.6233,0.6743,0.6882,0.6061,0.9356,0.7975,0.9677,0.8,3.75,216.5178,0.5256,0.4078,0.4079,4,1.0513,1.0,0.2679,65.3721,62.2139,0.4733,61.4971,0.7168,0.8796,61.171735,0.3755,71.8682,Riskli,Orta
10,Frontend,Junior,1.0,52,2025,8,5,16.3,37.6,0.7681,0.7646,0.6519,0.5179,0.5937,0.7685,0.7353,0.4,5.0,164.1353,0.6321,0.3452,0.4573,3,0.8954,1.0,0.2523,62.7198,63.7056,0.5038,64.2977,1.6975,0.7236,57.584155,0.2705,66.8248,Riskli,Dusuk
13,Backend,Junior,2.5,1,2025,9,7,17.1,41.5,0.5915,0.8006,0.7483,0.6239,0.7543,0.9387,0.8889,1.0,4.5714,149.2524,0.5214,0.298,0.6183,2,1.1539,0.0,0.2559,84.9781,72.5591,0.5773,64.6748,0.0,0.4783,66.295465,0.2696,55.7902,Stabil,Dusuk
13,Backend,Junior,2.5,2,2025,7,6,13.5,39.9,0.4886,0.8103,0.8378,0.7698,0.6826,0.7503,0.8182,1.0,3.0,85.4229,0.4988,0.2925,0.4942,4,1.03763,0.0,0.2296,85.588,77.1868,0.5267,72.4734,7.7986,0.6784,68.42384499999999,0.215,78.3711,Stabil,Dusuk
13,Backend,Junior,2.5,3,2025,6,6,24.6,32.0,0.4904,0.7965,0.932,0.8297,1.0866,0.6908,0.6735,0.6,5.5,217.4589,0.4918,0.3079,0.3673,4,0.98483,0.0,0.2725,68.4929,73.9805,0.6015,63.0234,-0.8257,0.8496,68.24856999999999,0.2114,71.6373,Stabil,Dusuk
13,Backend,Junior,2.5,4,2025,5,4,19.6,43.8,0.6475,0.8405,0.8084,0.7083,0.9061,0.65,0.9167,0.2,2.75,113.7552,0.5038,0.3151,0.4687,3,1.1767800000000002,0.0,0.1,58.6854,75.6669,0.7841,77.7054,2.9642,0.6755,66.884275,0.2288,70.2302,Stabil,Dusuk
13,Backend,Junior,2.5,5,2025,6,5,22.8,34.8,0.6241,0.7715,0.8235,0.7553,0.9039,0.7813,0.8214,0.6,4.6,192.1173,0.5828,0.2877,0.4621,4,0.9977,0.0,0.1748,69.6622,71.0974,0.6962,69.7179,0.6416,0.6321,66.98459499999998,0.2444,63.2746,Stabil,Dusuk
13,Backend,Junior,2.5,6,2025,6,4,18.8,35.1,0.6712,0.7804,0.7032,0.5956,0.7688,0.6114,0.7143,0.8,2.5,242.7332,0.643,0.3284,0.4413,3,0.97053,0.0,0.2494,79.3134,74.8469,0.8718,68.3618,0.8028,0.6456,62.340235,0.1929,65.2606,Riskli,Dusuk
13,Backend,Junior,2.5,7,2025,10,8,31.9,40.7,0.561,0.8683,0.7567,0.716,1.6509,0.7685,0.7368,0.8,3.5,131.7325,0.5144,0.2893,0.3226,6,1.1057200000000005,0.0,0.1747,81.438,73.4599,0.6936,67.7707,-3.116,0.7962,69.84419,0.2887,65.4981,Stabil,Dusuk
13,Backend,Junior,2.5,8,2025,5,4,19.2,36.9,0.5602,0.8121,0.79,0.6587,0.8616,0.6271,0.7273,1.0,2.0,54.401,0.5716,0.2969,0.3382,4,1.08383,0.0,0.2343,82.963,73.3627,0.6703,69.4724,-0.1328,0.7713,65.54087999999999,0.2817,69.0101,Stabil,Dusuk
13,Backend,Junior,2.5,9,2025,7,5,12.3,33.5,0.5411,0.8012,0.7761,0.6945,0.6152,0.6647,0.625,0.8,3.0,198.0452,0.4551,0.2626,0.5136,3,0.9515,0.0,0.3005,77.039,77.0896,0.6719,60.8325,-2.0886,0.4827,63.302490000000006,0.3727,54.0867,Riskli,Orta
13,Backend,Junior,2.5,10,2025,9,6,16.0,39.4,0.7089,0.8158,0.7049,0.6681,0.787,0.7129,0.7838,0.6,4.8333,57.6996,0.5,0.2766,0.3486,4,1.11595,0.0,0.2554,75.4937,74.7446,0.4553,59.7789,-3.2615,0.5817,62.36189499999999,0.3758,56.0021,Riskli,Orta
13,Backend,Junior,2.5,11,2025,13,9,45.5,42.9,0.5596,0.8164,0.7101,0.5814,1.6174,0.6694,0.7714,0.4,3.0,172.971,0.5494,0.3474,0.2926,5,1.1286,0.0,0.2315,66.0663,75.1479,0.587,61.3433,-2.5441,0.753,63.54863499999999,0.3443,64.9549,Riskli,Orta
13,Backend,Junior,2.5,12,2025,5,4,11.5,43.5,0.6132,0.8244,0.7584,0.614,0.6335,0.7682,0.875,0.6,3.5,174.768,0.5187,0.3288,0.4205,4,1.16743,0.0,0.214,71.0054,70.5154,0.5674,66.9564,1.9936,0.6221,62.890475,0.2847,64.7645,Riskli,Dusuk
13,Backend,Junior,2.5,13,2025,5,4,11.9,38.5,0.433,0.8589,0.7623,0.6908,0.4869,0.9047,0.875,1.0,5.25,179.3056,0.4786,0.332,0.4906,3,1.1255200000000003,0.0,0.3715,78.0206,68.2503,0.6492,68.1846,3.083,0.6955,65.472385,0.1512,69.0904,Stabil,Dusuk
13,Backend,Junior,2.5,14,2025,10,8,16.7,40.2,0.6172,0.8333,0.8392,0.7506,0.8086,0.7404,0.931,0.6,3.375,205.6433,0.4592,0.2764,0.3556,5,1.13421,0.0,0.2181,70.8809,73.161,0.504,67.8663,2.0797,0.6445,66.33279999999999,0.2037,66.7013,Stabil,Dusuk
13,Backend,Junior,2.5,15,2025,9,7,16.3,38.8,0.5684,0.8057,0.7537,0.6572,0.8284,0.7108,0.8333,0.6,2.1429,144.0034,0.5019,0.2982,0.3503,4,1.0186000000000002,0.0,0.3064,73.6451,71.887,0.6514,67.4433,0.1142,0.5739,63.37526,0.2656,60.0685,Riskli,Dusuk
13,Backend,Junior,2.5,16,2025,9,7,25.6,39.1,0.4459,0.8149,0.7466,0.748,0.9964,0.8669,0.8438,1.0,3.8571,134.0109,0.4772,0.2858,0.3787,4,1.10814,0.0,0.123,84.4361,71.7835,0.5392,73.1651,1.4519,0.8452,70.00227,0.2022,74.3388,Stabil,Dusuk
13,Backend,Junior,2.5,17,2025,9,7,34.7,41.2,0.6907,0.83,0.735,0.6874,1.5923,0.968,0.9211,1.0,5.0,153.2496,0.5868,0.3248,0.4226,4,1.14422,0.0,0.185,81.3365,75.7122,0.6205,74.3768,2.5253,0.6374,70.49351499999999,0.2306,67.8428,Stabil,Dusuk
13,Backend,Junior,2.5,18,2025,9,6,13.9,41.4,0.5373,0.7905,0.7006,0.6838,0.6559,0.7725,0.7778,1.0,2.3333,137.7011,0.3704,0.2113,0.4609,4,1.1410300000000002,0.0,0.247,79.7618,72.731,0.6577,70.0654,0.9078,0.6212,66.18023,0.2716,63.6923,Stabil,Dusuk
13,Backend,Junior,2.5,19,2025,6,4,8.3,46.1,0.4617,0.8448,0.7388,0.6686,0.4029,0.8705,0.8333,1.0,3.75,143.5363,0.5208,0.2177,0.5279,3,1.1836000000000002,0.0,0.3021,81.741,71.1496,0.565,72.2593,-0.7029,0.5674,64.93572999999999,0.2372,58.2781,Riskli,Dusuk
13,Backend,Junior,2.5,20,2025,9,7,34.2,32.6,0.6095,0.8229,0.731,0.6665,1.7146,0.7396,0.8511,0.4,5.7143,189.4207,0.5324,0.3008,0.3965,3,0.92697,0.0,0.1417,67.1207,75.0094,0.4703,64.688,-2.6873,0.5838,64.904,0.3168,57.0749,Riskli,Orta
13,Backend,Junior,2.5,21,2025,9,7,20.4,35.7,0.5865,0.8271,0.7272,0.6271,0.9665,0.7841,0.8889,0.6,4.5714,206.6528,0.6555,0.2541,0.3283,3,1.0056200000000002,0.0,0.1753,72.5845,76.3737,0.5932,55.3339,-5.1766,0.766,63.026515,0.3486,61.7949,Riskli,Orta
13,Backend,Junior,2.5,22,2025,10,7,25.3,43.7,0.6497,0.8626,0.7201,0.6268,1.1822,0.7261,0.6429,1.0,2.5714,170.6041,0.6393,0.3187,0.4992,3,1.19999,0.0,0.2158,79.0721,77.4859,0.4919,57.248,-5.4388,0.6337,63.59832,0.4103,55.7656,Riskli,Orta
13,Backend,Junior,2.5,23,2025,9,7,22.7,39.0,0.6425,0.8553,0.7396,0.652,1.012,0.8152,0.8431,1.0,6.1429,204.5977,0.4511,0.2448,0.5547,2,1.0593,0.0,0.201,81.5571,68.6836,0.75,56.9911,-2.1177,0.7377,67.37248,0.2968,62.9936,Stabil,Dusuk
13,Backend,Junior,2.5,24,2025,7,5,19.9,51.9,0.6819,0.7957,0.7177,0.5692,0.7849,0.7026,0.9,0.8,3.6,264.2923,0.6808,0.4436,0.395,5,1.43704,1.0,0.2918,80.6071,68.5369,0.5614,56.4356,0.3048,0.6258,57.174135,0.4801,61.6978,Riskli,Orta
13,Backend,Junior,2.5,25,2025,11,9,21.1,39.4,0.7455,0.8151,0.7987,0.6555,1.2502,0.739,0.8864,0.2,4.3333,129.0517,0.6078,0.4312,0.4721,3,1.0930700000000002,1.0,0.3286,65.0149,75.1426,0.6843,59.394,0.5883,0.662,64.163,0.2717,65.7509,Riskli,Dusuk
13,Backend,Junior,2.5,26,2025,8,6,23.2,38.3,0.231,0.8264,0.8049,0.7401,1.0635,0.9053,0.9355,1.0,4.8333,102.1417,0.3621,0.2215,0.3639,5,1.08526,1.0,0.3076,84.4201,67.8757,0.8003,75.2794,5.7823,0.7739,71.46774,0.2427,76.7218,Stabil,Dusuk
13,Backend,Junior,2.5,27,2025,6,5,10.3,39.2,0.5502,0.7993,0.7623,0.7094,0.488,0.6878,0.8462,0.6,2.2,178.7788,0.3942,0.3556,0.4569,4,1.05908,1.0,0.245,74.9458,75.3196,0.5574,73.8566,6.8148,0.7529,64.90799,0.2092,79.6265,Riskli,Dusuk
13,Backend,Junior,2.5,28,2025,11,8,15.9,43.4,0.4389,0.8122,0.7035,0.6771,0.8115,0.6823,0.8718,0.2,4.25,206.5128,0.4701,0.2636,0.5664,2,1.20164,1.0,0.2535,63.4684,73.8517,0.543,60.6481,0.234,0.4775,61.522855,0.323,56.5071,Riskli,Orta
13,Backend,Junior,2.5,29,2025,10,6,20.1,31.6,0.5907,0.853,0.5943,0.4791,1.0507,0.7672,0.913,1.0,3.5,245.5095,0.5419,0.3787,0.413,5,0.85514,1.0,0.2176,81.4911,74.795,0.6253,61.2773,-5.5215,0.7957,60.35055499999999,0.4005,62.1173,Riskli,Orta
13,Backend,Junior,2.5,30,2025,12,8,18.3,36.6,0.523,0.8581,0.6766,0.6629,1.0276,0.6398,0.8696,0.8,2.5,37.8606,0.5995,0.4232,0.4835,4,1.0074900000000002,0.0,0.2603,77.0207,73.9455,0.7431,62.8252,-3.2465,0.6797,62.887435,0.3689,60.1978,Riskli,Orta
13,Backend,Junior,2.5,31,2025,6,4,20.3,34.0,0.559,0.8065,0.7465,0.6225,0.9371,0.6717,0.7,0.8,1.75,134.3742,0.5459,0.3476,0.4929,3,0.97515,0.0,0.1953,80.9105,67.6804,0.4543,65.3755,1.573,0.7893,63.613045,0.2989,70.7812,Riskli,Dusuk
13,Backend,Junior,2.5,32,2025,6,4,8.6,39.2,0.3869,0.8071,0.7391,0.6509,0.4761,0.793,0.8667,0.8,3.25,125.3827,0.5517,0.3277,0.5131,3,1.1284900000000002,0.0,0.2259,71.774,75.2226,0.6433,66.1107,1.705,0.7396,64.07712,0.2194,71.0149,Riskli,Dusuk
13,Backend,Junior,2.5,33,2025,6,5,19.9,38.3,0.5681,0.8012,0.8455,0.8138,0.7759,0.7755,0.8261,0.8,3.8,102.2908,0.4842,0.2631,0.437,4,1.03796,0.0,0.3106,74.9682,72.9598,0.4753,59.662,-0.8755,0.5742,65.936745,0.287,58.8573,Stabil,Dusuk
13,Backend,Junior,2.5,34,2025,8,7,17.1,40.6,0.3553,0.8252,0.8146,0.7103,0.7953,0.7676,0.9,1.0,1.2857,158.7686,0.4901,0.2571,0.4748,3,1.07767,0.0,0.355,83.3636,68.2357,0.4862,70.6683,0.943,0.6973,66.79944,0.2081,65.8229,Stabil,Dusuk
13,Backend,Junior,2.5,35,2025,7,5,22.3,44.0,0.6312,0.8055,0.7267,0.6465,1.1245,0.8465,0.8889,1.0,3.2,168.4617,0.5585,0.296,0.4671,4,1.2738,0.0,0.2411,77.0266,74.3171,0.678,58.538,-1.1712,0.6841,65.0826,0.2616,63.7488,Stabil,Dusuk
13,Backend,Junior,2.5,36,2025,13,9,44.5,49.1,0.7557,0.8014,0.7066,0.582,1.8249,0.6145,0.7451,0.2,4.2222,76.9484,0.7051,0.4064,0.3904,4,1.43341,1.0,0.2655,63.3533,68.1724,0.369,54.2663,-2.8317,0.5885,56.72146,0.6082,55.0101,Riskli,Yuksek
13,Backend,Junior,2.5,37,2025,6,5,12.7,41.3,0.4666,0.7953,0.8509,0.7635,0.6797,0.8132,0.7826,0.8,3.6,149.5025,0.6403,0.3588,0.3404,6,1.08746,1.0,0.1518,76.4452,73.7164,0.7084,67.026,-1.5199,0.6256,66.42096,0.289,60.3901,Stabil,Dusuk
13,Backend,Junior,2.5,38,2025,11,8,16.9,37.0,0.3919,0.8123,0.6973,0.613,0.6617,0.826,0.8,1.0,3.5,171.7765,0.4474,0.2218,0.5414,3,1.07052,1.0,0.3619,81.6571,72.9253,0.6508,65.6413,3.407,0.6793,64.747725,0.3191,70.2711,Riskli,Orta
13,Backend,Junior,2.5,39,2025,12,9,36.9,42.6,0.6854,0.8359,0.7446,0.6628,1.6033,0.7013,0.7619,1.0,1.7778,109.3056,0.6419,0.3947,0.2994,4,1.20615,1.0,0.2575,82.7436,72.2542,0.6871,61.3569,1.9887,0.5463,64.127755,0.2649,61.8653,Riskli,Dusuk
13,Backend,Junior,2.5,40,2025,10,8,30.3,40.7,0.5517,0.8258,0.7596,0.6501,1.3289,0.7295,0.7857,0.4,4.125,173.8091,0.5284,0.3819,0.4021,6,1.11265,1.0,0.2595,62.8517,67.6996,0.7151,66.1055,-0.7046,0.6533,64.64284500000001,0.2748,61.109,Riskli,Dusuk
13,Backend,Junior,2.5,41,2025,3,2,6.1,35.4,0.5859,0.8125,0.7743,0.6206,0.2408,0.683,0.6667,0.8,2.0,157.7158,0.4732,0.2679,0.4292,4,0.95183,1.0,0.3122,80.9515,69.0787,0.5611,69.0734,1.5045,0.6789,61.245075,0.246,66.1239,Riskli,Dusuk
13,Backend,Junior,2.5,42,2025,6,5,14.5,32.0,0.4892,0.7936,0.8374,0.7809,0.6628,0.6595,1.0,0.4,2.0,97.1009,0.5195,0.3517,0.4142,4,0.9005700000000001,0.0,0.2602,70.2779,67.7891,0.7014,63.7914,1.0271,0.6818,63.600695,0.3015,65.1227,Riskli,Orta
13,Backend,Junior,2.5,43,2025,9,7,15.2,43.7,0.6654,0.7933,0.7427,0.6686,0.6635,0.7623,0.7429,0.8,3.7143,117.4369,0.6256,0.4088,0.4385,4,1.18932,0.0,0.3041,80.655,76.4435,0.5378,65.0231,-0.8529,0.6229,62.650505,0.2358,62.13,Riskli,Dusuk
13,Backend,Junior,2.5,44,2025,8,6,25.5,39.1,0.501,0.8561,0.7872,0.7852,1.1276,0.6538,0.6818,0.2,5.0,206.1436,0.5614,0.3156,0.4041,6,1.06491,0.0,0.1607,60.5769,73.8181,0.5764,72.3461,1.105,0.5899,65.953655,0.2082,62.9188,Stabil,Dusuk
13,Backend,Junior,2.5,45,2025,10,7,22.3,38.4,0.528,0.8027,0.7037,0.6278,0.9136,0.7733,0.7742,0.8,3.4286,171.8289,0.5631,0.3501,0.5313,2,1.03708,0.0,0.3037,76.9164,74.9616,0.5607,71.1578,2.9422,0.4909,63.91951499999999,0.2325,61.6769,Riskli,Dusuk
13,Backend,Junior,2.5,46,2025,5,4,12.4,42.9,0.5942,0.7713,0.7309,0.6953,0.6148,0.8372,0.9259,1.0,6.25,205.8106,0.509,0.2751,0.5063,4,1.12486,0.0,0.3952,77.7438,74.5442,0.8881,65.7209,0.0905,0.763,66.365575,0.2905,69.3404,Stabil,Dusuk
13,Backend,Junior,2.5,47,2025,8,6,26.0,38.9,0.662,0.8112,0.6954,0.6291,1.326,0.5942,0.9444,0.2,2.8333,238.5031,0.4763,0.3065,0.486,5,1.02432,0.0,0.2232,62.1409,73.3664,0.6279,58.4855,-4.7019,0.7419,63.16436,0.3772,60.5473,Riskli,Orta
13,Backend,Junior,2.5,48,2025,6,4,12.8,43.2,0.6553,0.8005,0.6741,0.5595,0.5238,0.7224,0.8,0.4,5.0,215.7278,0.4657,0.2287,0.4768,4,1.1970200000000002,0.0,0.2909,68.0874,68.4384,0.608,53.6522,-5.9752,0.6959,59.526145,0.4294,55.0089,Riskli,Orta
13,Backend,Junior,2.5,49,2025,9,7,19.9,35.4,0.4251,0.8696,0.8234,0.7483,1.0303,0.7695,0.8621,0.6,3.5714,126.8929,0.507,0.2938,0.4652,6,0.9526,0.0,0.2025,68.3846,70.3659,0.5514,63.4958,-1.1508,0.7491,66.31237499999999,0.2293,65.5214,Stabil,Dusuk
13,Backend,Junior,2.5,50,2025,7,5,23.9,37.3,0.5926,0.7847,0.7585,0.6441,0.8664,0.9112,0.9167,1.0,4.4,172.2067,0.598,0.3686,0.4831,3,1.01123,0.0,0.3802,84.7385,76.4662,0.4878,66.3629,3.3476,0.6297,65.12383,0.2385,69.0056,Stabil,Dusuk
13,Backend,Junior,2.5,51,2025,7,6,18.0,38.3,0.6743,0.8265,0.8398,0.7743,0.8005,0.7983,0.7317,0.6,5.0,170.8203,0.5744,0.4051,0.4535,4,1.0987900000000002,0.0,0.187,70.8885,71.2334,0.6135,62.9432,3.074,0.5992,66.19333999999999,0.2792,65.6352,Stabil,Dusuk
13,Backend,Junior,2.5,52,2025,5,4,20.6,37.6,0.7315,0.8116,0.7494,0.6158,0.9096,0.6429,0.7778,0.2,3.5,183.213,0.5499,0.3385,0.4538,3,1.03994,0.0,0.2072,58.8726,74.089,0.643,67.3525,0.815,0.7353,62.74883,0.2046,69.088,Riskli,Dusuk
14,Frontend,Senior,8.1,1,2025,6,5,17.9,36.4,0.3335,0.7097,0.822,0.7985,0.8781,0.6788,1.0,0.2,2.8,111.585,0.5561,0.3095,0.4521,3,0.9081,0.0,0.2873,54.1945,64.9639,0.6972,67.4724,0.0,0.7292,71.02242,0.2534,64.8039,Stabil,Dusuk
14,Frontend,Senior,8.1,2,2025,4,3,6.2,40.5,0.5209,0.7156,0.7545,0.606,0.3162,0.6466,1.0,0.6,2.3333,255.0307,0.3742,0.309,0.5186,4,1.0784,0.0,0.371,65.5624,60.3756,0.6666,71.9583,4.4859,0.6991,67.489695,0.2915,69.0812,Stabil,Dusuk
14,Frontend,Senior,8.1,3,2025,7,6,13.4,38.9,0.5743,0.7446,0.9249,0.8343,0.7113,0.7874,0.931,0.4,4.5,182.561,0.5625,0.3248,0.5842,3,0.963,0.0,0.3141,62.094,66.018,0.6773,71.2197,1.8736,0.8527,75.73272,0.1633,73.6046,Stabil,Dusuk
14,Frontend,Senior,8.1,4,2025,6,5,15.2,40.8,0.5943,0.8047,0.8217,0.7776,0.7548,0.7438,0.8,1.0,2.4,192.1829,0.5724,0.374,0.5394,4,1.0429,0.0,0.3276,70.675,69.4459,0.7965,73.3222,1.6811,0.7692,74.22177,0.1752,70.5735,Stabil,Dusuk
14,Frontend,Senior,8.1,5,2025,6,5,20.4,42.2,0.4617,0.7649,0.8405,0.7987,1.0015,0.7583,0.6957,1.0,3.2,183.9077,0.4967,0.2344,0.3861,6,1.0216,0.0,0.2902,77.6044,61.4052,0.4895,71.6491,0.1175,0.5461,74.411505,0.2,55.6799,Stabil,Dusuk
14,Frontend,Senior,8.1,6,2025,4,3,12.7,42.7,0.589,0.7082,0.8107,0.6933,0.6459,0.5814,0.7778,0.4,2.3333,215.6349,0.573,0.332,0.4227,5,1.0554,0.0,0.2203,53.636,68.4163,0.6733,71.4514,-0.0978,0.6953,68.58316500000001,0.2733,64.1603,Stabil,Dusuk
14,Frontend,Senior,8.1,7,2025,11,10,32.6,42.0,0.5117,0.7235,0.9041,0.8741,1.3518,0.8097,0.7833,0.6,4.7,164.6096,0.4753,0.246,0.6125,3,1.0687,0.0,0.3117,61.4301,60.0883,0.7646,72.6623,-0.2177,0.7492,79.27794,0.3125,63.8987,Stabil,Orta
14,Frontend,Senior,8.1,8,2025,7,7,15.0,35.6,0.6026,0.7394,0.9491,0.8903,0.6541,0.807,0.7857,1.0,3.1429,131.1569,0.4794,0.3181,0.4869,4,0.8923,0.0,0.3081,74.0766,63.7417,0.6493,73.802,0.767,0.8097,77.11242,0.2188,69.2585,Stabil,Dusuk
14,Frontend,Senior,8.1,9,2025,6,5,11.9,48.5,0.5711,0.7077,0.8037,0.6266,0.592,0.8624,0.875,0.8,4.2,139.6012,0.4404,0.3168,0.4399,5,1.1618,0.0,0.3253,69.6384,68.6244,0.559,61.995,-2.723,0.657,69.40878000000001,0.4023,58.3991,Stabil,Orta
14,Frontend,Senior,8.1,10,2025,8,7,22.8,43.8,0.3154,0.7332,0.8444,0.7293,0.9993,0.6714,0.8605,0.2,5.2857,70.9113,0.3993,0.2025,0.4673,4,1.0976,0.0,0.365,50.0722,64.5896,0.7407,63.2006,-4.0192,0.5967,70.93359000000001,0.4647,52.4463,Stabil,Orta
14,Frontend,Senior,8.1,11,2025,5,4,14.8,46.2,0.4381,0.7704,0.7469,0.6499,0.7053,0.8321,1.0,0.6,4.0,121.5407,0.4592,0.2061,0.4384,4,1.1447,0.0,0.3325,66.2737,61.5086,0.7509,62.4205,-3.2939,0.6746,69.69837000000001,0.4646,56.1648,Stabil,Orta
14,Frontend,Senior,8.1,12,2025,8,5,23.9,48.7,0.6735,0.7508,0.6831,0.5293,1.0367,0.8254,0.72,1.0,3.6,154.9481,0.4633,0.3646,0.4422,4,1.2057,1.0,0.2462,71.391,63.5272,0.7135,64.559,0.6912,0.7086,68.34828,0.3923,64.5238,Stabil,Orta
14,Frontend,Senior,8.1,13,2025,7,5,13.8,36.4,0.4017,0.7311,0.7609,0.6819,0.7358,0.6463,0.6667,0.4,4.8,230.2382,0.4579,0.2188,0.5235,3,0.9124,1.0,0.3454,58.8015,69.3605,0.7213,68.3187,1.7493,0.6568,69.412665,0.2793,65.5981,Stabil,Dusuk
14,Frontend,Senior,8.1,14,2025,8,7,20.2,38.5,0.4991,0.7583,0.8163,0.7238,1.0408,0.739,0.9375,0.4,4.2857,87.407,0.4323,0.2903,0.5794,3,0.9402,1.0,0.2821,53.2873,61.7676,0.6989,74.4129,3.9737,0.7301,73.31289,0.2153,70.0936,Stabil,Dusuk
14,Frontend,Senior,8.1,15,2025,7,6,20.9,40.1,0.371,0.7415,0.8202,0.7314,0.9474,0.6149,0.6562,0.6,3.5,67.6439,0.3853,0.2463,0.5277,2,0.93,1.0,0.3137,59.5202,69.859,0.7121,67.8113,1.5851,0.6393,72.020025,0.3099,64.7018,Stabil,Orta
