employee_id,year,week,team,role,experience_years,assigned_tasks,completed_tasks,story_points_completed,actual_work_hours,task_completion_rate,on_time_delivery_rate,commit_score,project_complexity,bug_density,critical_bug_ratio,code_review_acceptance,avg_pr_revision,workload_index,team_collaboration_score,feedback_score,org_centrality_score,motivation_score,Performance_Drop_Target,Burnout_Target,Resignation_Target,High_Risk_Target
SE-049,2024,52,Backend,Senior,7,10,10,23,43,0.9557,0.864,1.2548,0.8681,0.1387,0.1534,0.8218,1.6169,0.7867,0.1586,0.8496,0.8325,0.909,0,0,0,1
SE-014,2024,1,Frontend,Senior,6,11,10,25,33,0.8896,0.9139,1.2092,0.7248,0.1614,0.139,0.8729,1.5538,0.9294,0.1422,0.9175,0.7809,0.8514,0,0,0,0
SE-014,2024,2,Frontend,Senior,6,6,6,36,39,0.9744,0.8774,1.1788,0.7742,0.1147,0.1178,0.8232,1.5151,1.0442,0.1591,0.8263,0.7429,0.922,0,0,0,1
SE-014,2024,3,Frontend,Senior,6,8,8,30,35,0.9426,0.926,1.2212,0.8037,0.2054,0.1319,0.921,1.2375,0.7705,0.1136,0.8779,0.7787,0.8922,0,0,0,0
SE-014,2024,4,Frontend,Senior,6,7,6,14,31,0.9089,0.854,1.1634,0.8292,0.21,0.1297,0.8321,1.762,0.7844,0.1241,0.8377,0.8082,0.8705,0,0,0,0
SE-014,2024,5,Frontend,Senior,6,9,9,32,37,0.9595,0.8055,1.1145,0.859,0.1854,0.1135,0.8746,1.5234,1.006,0.1154,0.8924,0.9151,0.8718,0,0,1,0
SE-014,2024,6,Frontend,Senior,6,10,9,22,43,0.9061,0.8136,1.1732,0.8029,0.1317,0.1879,0.8889,1.676,0.9301,0.1764,0.8444,0.6851,0.9183,0,0,0,1
SE-014,2024,7,Frontend,Senior,6,10,9,22,36,0.8745,0.89,1.1295,0.809,0.1102,0.1309,0.8681,1.6143,0.8941,0.1235,0.8201,0.6593,0.8962,0,1,0,0
SE-014,2024,8,Frontend,Senior,6,7,6,33,36,0.8364,0.9007,1.2618,0.7963,0.2532,0.0796,0.85,1.5327,0.8411,0.1364,0.8461,0.7909,0.8035,1,0,0,0
SE-014,2024,9,Frontend,Senior,6,9,9,23,38,0.9585,0.8921,1.0754,0.8861,0.1997,0.1532,0.8362,1.5221,0.9737,0.1972,0.8621,0.7241,0.8548,0,0,0,0
SE-014,2024,10,Frontend,Senior,6,9,9,28,39,0.9614,0.8799,1.2785,0.7768,0.2149,0.1318,0.8615,1.4474,0.7981,0.1479,0.8402,0.6866,0.8772,0,0,0,0
SE-014,2024,11,Frontend,Senior,6,9,9,32,31,0.9599,0.848,1.2673,0.8689,0.1565,0.1273,0.9038,1.9694,0.8606,0.111,0.8501,0.7227,0.8777,0,0,0,0
SE-014,2024,12,Frontend,Senior,6,11,10,30,35,0.9131,0.9396,1.065,0.8061,0.186,0.1193,0.8225,1.5514,0.8153,0.1571,0.8767,0.7252,0.8055,0,0,0,0
SE-014,2024,13,Frontend,Senior,6,12,11,28,30,0.8963,0.8958,1.1904,0.8171,0.232,0.1468,0.8777,1.2385,0.7383,0.1082,0.8955,0.7778,0.9124,0,0,0,0
SE-014,2024,14,Frontend,Senior,6,13,12,14,42,0.8966,0.8864,1.2435,0.8579,0.2967,0.1021,0.8465,1.6684,0.8505,0.0985,0.8335,0.8085,0.892,0,0,0,0
SE-014,2024,15,Frontend,Senior,6,12,11,36,36,0.8757,0.8424,1.1802,0.8471,0.1104,0.1651,0.9023,1.69,0.9204,0.1485,0.8835,0.8202,0.8241,0,0,0,0
SE-014,2024,16,Frontend,Senior,6,10,9,17,35,0.9052,0.8807,1.1768,0.8138,0.183,0.1168,0.8785,1.5529,0.8988,0.0803,0.9271,0.8113,0.9215,0,0,0,0
SE-014,2024,17,Frontend,Senior,6,14,12,33,36,0.8356,0.8991,1.1356,0.9012,0.1786,0.1057,0.8833,1.6525,0.8156,0.1279,0.8641,0.7687,0.903,0,0,0,0
SE-014,2024,18,Frontend,Senior,6,14,13,36,44,0.9556,0.9665,1.124,0.7838,0.2337,0.086,0.9207,1.5126,0.8495,0.1348,0.8234,0.7736,0.834,0,0,0,0
SE-014,2024,19,Frontend,Senior,6,10,9,23,43,0.9393,0.9676,1.2989,0.8036,0.2149,0.0863,0.9284,1.4516,0.997,0.1396,0.8924,0.7914,0.8676,0,0,0,0
SE-014,2024,20,Frontend,Senior,6,12,11,24,37,0.8889,0.9355,1.2735,0.8763,0.0858,0.0871,0.9038,1.572,0.9209,0.1408,0.8588,0.7599,0.8894,0,0,0,0
SE-014,2024,21,Frontend,Senior,6,12,10,12,32,0.8667,0.8718,1.1027,0.8207,0.216,0.112,0.8639,1.6202,0.8298,0.0718,0.8179,0.7696,0.8454,0,0,0,0
SE-014,2024,22,Frontend,Senior,6,13,11,14,34,0.8724,0.8845,1.1289,0.7808,0.1933,0.0556,0.9374,1.3523,0.9248,0.1227,0.8288,0.8059,0.9085,0,1,0,1
SE-014,2024,23,Frontend,Senior,6,14,14,27,36,0.9645,0.8405,1.0925,0.8056,0.149,0.0857,0.8844,1.807,0.8207,0.1,0.8739,0.8053,0.9098,0,1,0,0
SE-014,2024,24,Frontend,Senior,6,6,5,26,27,0.8961,0.8571,1.2065,0.7888,0.2406,0.1334,0.8835,1.7169,0.7279,0.1371,0.8571,0.7713,0.8818,0,0,0,0
SE-014,2024,25,Frontend,Senior,6,11,10,36,36,0.8861,0.8304,1.1316,0.7177,0.2414,0.1657,0.9054,2.0251,0.9339,0.088,0.8946,0.8036,0.8458,0,1,0,0
SE-014,2024,26,Frontend,Senior,6,13,12,28,36,0.8884,0.8645,1.086,0.9026,0.1945,0.1312,0.8774,1.4379,0.9391,0.1589,0.8707,0.7755,0.9336,0,0,0,0
SE-014,2024,27,Frontend,Senior,6,6,6,29,38,0.922,0.8777,1.2395,0.828,0.1935,0.124,0.8352,1.489,1.0096,0.1301,0.8646,0.7931,0.9327,0,0,0,0
SE-014,2024,28,Frontend,Senior,6,11,9,32,31,0.8623,0.9141,1.1289,0.7978,0.149,0.1474,0.8926,1.7405,0.7885,0.1423,0.9186,0.7615,0.8525,1,0,0,0
SE-014,2024,29,Frontend,Senior,6,13,12,32,41,0.9552,0.8476,1.1777,0.8152,0.1987,0.0721,0.9126,1.2632,0.9112,0.0978,0.8467,0.7964,0.9579,0,0,0,0
SE-014,2024,30,Frontend,Senior,6,12,10,31,38,0.8662,0.9477,1.1817,0.8239,0.1539,0.0965,0.8936,1.7579,0.9927,0.1766,0.8331,0.7369,0.8146,0,1,0,0
SE-014,2024,31,Frontend,Senior,6,10,9,40,35,0.9192,0.8736,1.258,0.8153,0.2737,0.0935,0.8853,1.7604,0.7739,0.0756,0.8519,0.7464,0.8219,0,0,0,0
SE-014,2024,32,Frontend,Senior,6,10,9,20,35,0.9328,0.9563,1.1332,0.7868,0.1723,0.1336,0.868,1.8259,0.83,0.1288,0.885,0.8101,0.9289,0,0,0,0
SE-014,2024,33,Frontend,Senior,6,6,6,32,38,0.9351,0.818,1.2254,0.8077,0.2048,0.1266,0.7999,1.4359,0.8903,0.1339,0.8387,0.7994,0.8432,0,0,1,0
SE-014,2024,34,Frontend,Senior,6,8,8,32,31,0.9917,0.891,1.2322,0.8372,0.1895,0.1587,0.8934,2.2279,0.8034,0.12,0.8646,0.7997,0.8912,0,0,1,0
SE-014,2024,35,Frontend,Senior,6,7,6,34,36,0.9084,0.8973,1.1953,0.8011,0.201,0.0935,0.9165,1.6016,0.8503,0.1319,0.8506,0.7039,0.942,0,0,0,0
SE-014,2024,36,Frontend,Senior,6,7,6,11,34,0.8632,0.8386,1.1411,0.7337,0.1673,0.1235,0.8586,1.645,0.7784,0.1533,0.9372,0.7485,0.9096,0,0,0,0
SE-014,2024,37,Frontend,Senior,6,13,12,40,37,0.9326,0.9158,1.3226,0.8178,0.266,0.1182,0.8051,1.7018,0.8913,0.1196,0.8497,0.7489,0.921,0,0,0,0
SE-014,2024,38,Frontend,Senior,6,6,6,30,38,0.9742,0.8675,1.0841,0.8698,0.1969,0.0967,0.8747,2.0288,0.6858,0.065,0.8752,0.739,0.8053,0,0,0,0
SE-014,2024,39,Frontend,Senior,6,10,9,28,40,0.8934,0.8604,1.0814,0.833,0.1866,0.1275,0.9214,1.4435,0.8716,0.1768,0.8596,0.8411,0.9682,0,0,0,0
SE-014,2024,40,Frontend,Senior,6,11,10,26,34,0.9512,0.856,1.1518,0.8098,0.1964,0.0876,0.8548,1.2102,0.6863,0.114,0.8008,0.7856,0.912,0,0,0,0
SE-014,2024,41,Frontend,Senior,6,7,6,17,37,0.8911,0.9014,1.2589,0.8425,0.1407,0.077,0.9005,1.904,0.9178,0.1719,0.8852,0.7126,0.8511,0,0,0,0
SE-014,2024,42,Frontend,Senior,6,7,6,19,40,0.9012,0.9367,1.098,0.8107,0.2858,0.164,0.9093,1.2827,0.8291,0.1537,0.8474,0.7841,0.9152,0,0,0,0
SE-014,2024,43,Frontend,Senior,6,11,11,20,45,1.0,0.8577,1.1373,0.7747,0.1608,0.1532,0.8437,2.1446,1.092,0.142,0.831,0.8001,0.8111,0,0,0,0
SE-014,2024,44,Frontend,Senior,6,11,11,20,36,0.9562,0.8642,1.1525,0.7945,0.1608,0.0909,0.8834,1.5389,1.0594,0.1531,0.8787,0.7722,0.9026,0,0,0,0
SE-014,2024,45,Frontend,Senior,6,6,6,40,43,0.9388,0.8534,1.258,0.9268,0.0837,0.1412,0.9138,1.6558,0.8536,0.1046,0.8215,0.7286,0.8962,0,0,0,0
SE-014,2024,46,Frontend,Senior,6,14,12,17,26,0.8691,0.8945,1.25,0.8716,0.2732,0.1129,0.9277,1.7073,0.6954,0.0752,0.8412,0.6717,0.8746,0,0,1,0
SE-014,2024,47,Frontend,Senior,6,14,13,13,42,0.9399,0.8987,1.2064,0.7875,0.1469,0.1788,0.9147,1.6294,1.073,0.1723,0.8548,0.7674,0.8183,0,0,0,0
SE-014,2024,48,Frontend,Senior,6,9,8,32,42,0.9061,0.883,1.2223,0.8038,0.2064,0.1497,0.9054,1.8087,0.8871,0.0915,0.8533,0.7271,0.8493,1,0,0,0
SE-014,2024,49,Frontend,Senior,6,13,12,11,42,0.9247,0.8407,1.1552,0.7482,0.2044,0.1386,0.9326,1.4733,1.0175,0.1755,0.9024,0.7289,0.9491,0,0,0,0
SE-014,2024,50,Frontend,Senior,6,12,10,27,35,0.8602,0.9101,1.1265,0.8203,0.2214,0.0373,0.9398,2.0559,0.8178,0.1073,0.8461,0.7232,0.9266,0,0,0,0
SE-014,2024,51,Frontend,Senior,6,9,8,36,38,0.8985,0.8697,1.1875,0.781,0.2465,0.1006,0.8566,1.8658,0.8251,0.114,0.8608,0.7943,0.8869,1,0,0,0
SE-014,2024,52,Frontend,Senior,6,9,8,14,41,0.8474,0.853,1.1364,0.8193,0.1968,0.1477,0.888,1.7659,0.9207,0.1522,0.8833,0.8278,0.8587,0,1,0,0
SE-046,2024,1,Frontend,Senior,6,10,9,40,37,0.8696,0.8343,1.1712,0.8207,0.2836,0.1723,0.8104,1.6337,0.7698,0.1078,0.8593,0.7789,0.8342,0,0,0,0
SE-046,2024,2,Frontend,Senior,6,6,5,37,38,0.8255,0.8522,1.1979,0.8131,0.2793,0.0956,0.8151,1.6291,0.8406,0.206,0.9188,0.7087,0.9062,0,0,0,0
SE-046,2024,3,Frontend,Senior,6,8,7,14,29,0.8897,0.8922,1.2162,0.8492,0.2782,0.0768,0.8272,1.7866,0.6771,0.0918,0.8159,0.7168,0.7729,0,1,1,0
SE-046,2024,4,Frontend,Senior,6,14,13,25,41,0.9297,0.7917,1.1509,0.7248,0.3327,0.1575,0.8083,1.5804,0.9254,0.1203,0.8765,0.7762,0.8473,0,0,0,0
SE-046,2024,5,Frontend,Senior,6,7,7,27,33,0.9621,0.7915,1.1194,0.8379,0.2197,0.0572,0.8475,1.8394,0.7136,0.0715,0.8688,0.7526,0.8536,0,0,0,0
SE-046,2024,6,Frontend,Senior,6,8,7,13,41,0.8801,0.8849,1.1463,0.7645,0.1827,0.1094,0.9314,1.8596,0.9846,0.164,0.8736,0.8006,0.9138,0,1,0,0
SE-046,2024,7,Frontend,Senior,6,13,11,34,38,0.8721,0.8826,1.1547,0.7443,0.2525,0.1554,0.9021,1.7684,0.8949,0.0923,0.7681,0.8006,0.7948,0,0,0,0
SE-046,2024,8,Frontend,Senior,6,14,13,33,38,0.9166,0.8847,1.1082,0.844,0.2277,0.0816,0.8724,1.3928,0.9355,0.1525,0.8313,0.7957,0.8947,0,0,0,0
SE-046,2024,9,Frontend,Senior,6,10,9,29,38,0.9417,0.8523,1.0733,0.7278,0.2239,0.101,0.8755,1.66,1.0247,0.1271,0.8756,0.7897,0.9488,0,0,0,1
SE-046,2024,10,Frontend,Senior,6,9,8,15,38,0.8977,0.8331,1.0911,0.8332,0.2341,0.1962,0.8772,1.461,0.8695,0.1542,0.792,0.7241,0.9634,1,0,0,0
SE-046,2024,11,Frontend,Senior,6,11,9,25,39,0.861,0.8676,1.1367,0.7304,0.2797,0.1334,0.8755,1.7561,0.8024,0.137,0.7906,0.7894,0.8643,0,0,0,0
SE-046,2024,12,Frontend,Senior,6,9,8,13,42,0.8388,0.826,1.1287,0.8771,0.2686,0.1315,0.85,1.5202,0.8584,0.1666,0.7945,0.7088,0.9096,0,0,0,1
SE-046,2024,13,Frontend,Senior,6,6,5,38,34,0.9033,0.8129,1.2325,0.7611,0.1712,0.1317,0.8899,1.5845,0.8871,0.0744,0.8411,0.766,0.9385,0,0,0,0
SE-046,2024,14,Frontend,Senior,6,8,7,12,31,0.9145,0.9216,1.2314,0.8272,0.2825,0.115,0.8564,1.694,0.767,0.0974,0.8245,0.8117,0.8188,0,0,0,1
SE-046,2024,15,Frontend,Senior,6,8,8,35,44,0.9549,0.8749,1.136,0.8102,0.2105,0.1313,0.9057,1.5518,1.0769,0.1088,0.842,0.7736,0.8083,1,0,0,0
SE-046,2024,16,Frontend,Senior,6,12,11,30,42,0.9074,0.8441,1.1991,0.8903,0.1336,0.1044,0.8773,1.8159,0.9783,0.1645,0.8468,0.7459,0.863,0,0,0,0
SE-046,2024,17,Frontend,Senior,6,10,10,28,39,0.9597,0.865,1.104,0.7708,0.1992,0.1306,0.8609,1.4006,0.8557,0.1548,0.7633,0.8388,0.8223,0,1,0,0
SE-046,2024,18,Frontend,Senior,6,8,8,34,40,0.9925,0.7968,1.1205,0.8457,0.1539,0.0782,0.8987,1.644,0.9585,0.1631,0.8646,0.7269,0.8553,0,1,0,1
SE-046,2024,19,Frontend,Senior,6,13,11,31,37,0.8594,0.9159,1.2305,0.872,0.1681,0.1654,0.8322,1.6149,0.9104,0.1627,0.7885,0.7851,0.8718,0,0,0,0
SE-046,2024,20,Frontend,Senior,6,7,6,15,32,0.886,0.8819,1.1707,0.7973,0.2421,0.1516,0.7715,1.705,0.7289,0.1305,0.8644,0.7517,0.8621,0,0,0,1
SE-046,2024,21,Frontend,Senior,6,12,11,16,36,0.9114,0.8595,1.2353,0.8426,0.2678,0.1287,0.8815,1.8005,0.7988,0.1181,0.8893,0.7265,0.8604,0,0,0,0
SE-046,2024,22,Frontend,Senior,6,11,10,18,34,0.8922,0.8009,1.1785,0.8214,0.2255,0.1539,0.8673,1.3039,0.8398,0.103,0.8307,0.69,0.8758,0,0,0,0
SE-046,2024,23,Frontend,Senior,6,8,8,26,37,0.9738,0.8329,1.1018,0.8072,0.248,0.1373,0.9249,1.8565,0.8046,0.1144,0.88,0.8202,0.8594,0,0,0,0
SE-046,2024,24,Frontend,Senior,6,13,12,35,30,0.9273,0.8804,1.1719,0.778,0.2368,0.1456,0.9729,1.9778,0.8637,0.1103,0.7509,0.7484,0.8936,0,0,0,0
SE-046,2024,25,Frontend,Senior,6,7,7,39,34,0.9295,0.8737,1.1639,0.7741,0.2003,0.1371,0.8467,2.0153,0.858,0.1314,0.9311,0.7602,0.8341,0,0,0,0
SE-046,2024,26,Frontend,Senior,6,8,7,32,37,0.8655,0.8539,1.0659,0.826,0.2964,0.1332,0.8688,1.7905,0.7982,0.1609,0.8498,0.804,0.8928,0,0,0,0
SE-046,2024,27,Frontend,Senior,6,7,6,33,40,0.88,0.8671,1.1366,0.8433,0.1958,0.1451,0.8384,1.5984,0.894,0.1118,0.7928,0.6839,0.8511,0,0,1,0
SE-046,2024,28,Frontend,Senior,6,14,13,28,42,0.9579,0.8679,1.0724,0.8271,0.2663,0.0741,0.879,1.8045,0.8069,0.1368,0.7897,0.7481,0.8733,0,0,0,0
SE-046,2024,29,Frontend,Senior,6,14,13,17,39,0.8976,0.8885,1.2432,0.7477,0.1382,0.1943,0.8629,1.5335,0.8599,0.1181,0.7927,0.7878,0.8455,0,0,0,0
SE-046,2024,30,Frontend,Senior,6,6,6,29,38,0.9338,0.8273,1.0646,0.7659,0.1406,0.1611,0.8334,1.9169,0.8334,0.1337,0.7913,0.7019,0.8623,0,0,0,0
SE-046,2024,31,Frontend,Senior,6,13,12,16,37,0.9165,0.8537,1.1426,0.8131,0.1706,0.1015,0.8557,1.9937,0.7263,0.1303,0.8095,0.7346,0.8782,0,0,0,0
SE-046,2024,32,Frontend,Senior,6,7,6,14,40,0.9191,0.853,1.2314,0.7803,0.2134,0.094,0.9115,1.9328,1.0235,0.1539,0.7808,0.7845,0.8479,0,0,0,0
SE-046,2024,33,Frontend,Senior,6,11,10,38,37,0.9239,0.8772,1.1472,0.7318,0.2984,0.1681,0.8619,1.9322,0.9458,0.1212,0.8341,0.7021,0.8207,0,1,0,0
SE-046,2024,34,Frontend,Senior,6,11,10,10,44,0.9154,0.9173,1.1415,0.7577,0.1899,0.1087,0.8466,2.1473,0.8505,0.1715,0.8087,0.7236,0.8102,0,0,1,0
SE-046,2024,35,Frontend,Senior,6,12,11,22,37,0.887,0.8567,1.152,0.7889,0.2314,0.1425,0.9308,1.8769,0.7515,0.0916,0.826,0.7524,0.9346,0,0,0,0
SE-046,2024,36,Frontend,Senior,6,13,12,36,35,0.9532,0.8681,1.1296,0.8158,0.1709,0.1431,0.9364,1.5318,0.7527,0.086,0.6771,0.6646,0.8854,0,0,0,0
SE-046,2024,37,Frontend,Senior,6,7,6,20,33,0.9121,0.8587,1.1123,0.8402,0.1877,0.111,0.962,1.5903,0.6717,0.1349,0.8408,0.7458,0.9542,0,0,1,0
SE-046,2024,38,Frontend,Senior,6,8,7,11,33,0.8839,0.8927,1.0992,0.8352,0.2723,0.1076,0.9149,1.6089,0.7624,0.1193,0.8609,0.7722,0.8746,0,0,0,0
SE-046,2024,39,Frontend,Senior,6,8,6,13,33,0.786,0.8276,1.1877,0.768,0.1669,0.1346,0.9348,1.6312,0.8048,0.0745,0.8141,0.7595,0.9165,0,0,0,0
SE-046,2024,40,Frontend,Senior,6,8,7,27,38,0.901,0.8707,1.2191,0.7969,0.2803,0.17,0.7943,1.9115,0.7602,0.112,0.8195,0.7488,0.8322,0,0,0,0
SE-046,2024,41,Frontend,Senior,6,10,9,25,39,0.8905,0.8441,1.0762,0.8397,0.1919,0.1283,0.8826,1.7785,0.9104,0.121,0.8012,0.7009,0.977,0,0,0,0
SE-046,2024,42,Frontend,Senior,6,9,8,30,35,0.909,0.8519,1.1896,0.7934,0.2385,0.1537,0.8487,1.8087,0.7523,0.0711,0.8439,0.7558,0.8698,0,0,0,0
SE-046,2024,43,Frontend,Senior,6,9,8,18,41,0.9347,0.8818,1.0888,0.7616,0.2215,0.1218,0.8779,1.7147,0.944,0.158,0.8496,0.6705,0.8912,0,1,0,0
SE-046,2024,44,Frontend,Senior,6,10,9,10,41,0.9359,0.8839,1.1818,0.7803,0.1813,0.0997,0.8911,1.3948,0.8957,0.0864,0.8401,0.7563,0.9454,0,0,0,0
SE-046,2024,45,Frontend,Senior,6,11,10,38,35,0.9237,0.8414,1.2524,0.7996,0.1813,0.1141,0.8583,1.912,0.8286,0.0807,0.7886,0.7565,0.9198,1,0,0,0
SE-046,2024,46,Frontend,Senior,6,8,7,24,32,0.889,0.8692,1.1231,0.7835,0.2641,0.0885,0.9007,1.4989,0.8458,0.1894,0.8779,0.7284,0.8826,1,0,0,0
SE-046,2024,47,Frontend,Senior,6,10,9,29,41,0.8628,0.8518,1.1728,0.7724,0.2098,0.1766,0.8419,1.8772,0.9933,0.1383,0.797,0.6873,0.8474,0,1,0,0
SE-046,2024,48,Frontend,Senior,6,12,12,22,38,1.0,0.8314,1.1829,0.7903,0.1242,0.1536,0.8786,1.555,0.7854,0.165,0.8203,0.6992,0.8645,1,0,0,0
SE-046,2024,49,Frontend,Senior,6,7,7,16,37,0.9363,0.8506,1.1903,0.7867,0.178,0.1703,0.8886,1.5732,0.8135,0.1392,0.778,0.6957,0.8721,0,0,0,0
SE-046,2024,50,Frontend,Senior,6,7,6,13,33,0.9092,0.8731,1.2517,0.7474,0.2947,0.1529,0.833,1.6885,0.7909,0.1171,0.8385,0.7559,0.8681,0,0,0,0
SE-046,2024,51,Frontend,Senior,6,11,10,11,39,0.8931,0.8608,1.0991,0.7748,0.2298,0.1567,0.9055,1.665,0.9738,0.1613,0.7918,0.7811,0.9256,0,0,0,0
SE-046,2024,52,Frontend,Senior,6,8,7,36,37,0.8782,0.8991,1.2094,0.8493,0.1324,0.1643,0.7765,1.6391,0.7431,0.15,0.8457,0.7629,0.9078,0,0,0,0
SE-020,2024,1,DevOps,Senior,6,6,5,15,39,0.8598,0.863,1.0722,0.7913,0.2431,0.1518,0.8551,1.6504,1.056,0.1878,0.9154,0.7238,0.7812,0,0,0,0
SE-020,2024,2,DevOps,Senior,6,7,6,39,39,0.8762,0.8449,1.0942,0.7815,0.2789,0.1193,0.9011,1.8756,0.9746,0.1402,0.8496,0.7498,0.8314,0,0,0,0
SE-020,2024,3,DevOps,Senior,6,12,10,40,37,0.8686,0.8688,1.172,0.8617,0.2603,0.1445,0.9468,1.9779,0.936,0.1309,0.8407,0.7521,0.8422,0,0,0,0
SE-020,2024,4,DevOps,Senior,6,14,13,24,35,0.9354,0.9105,1.1603,0.7992,0.2035,0.1024,0.9684,1.3384,1.1141,0.1832,0.8095,0.7132,0.9346,0,0,0,0
SE-020,2024,5,DevOps,Senior,6,12,11,10,42,0.9342,0.8406,1.2149,0.8103,0.2386,0.0954,0.8928,1.8697,0.8866,0.1798,0.7564,0.742,0.8389,0,0,0,0
SE-020,2024,6,DevOps,Senior,6,8,7,31,41,0.906,0.8989,1.2993,0.7857,0.0917,0.1018,0.8974,1.8605,0.9005,0.1408,0.7788,0.738,0.8654,0,0,0,0
SE-020,2024,7,DevOps,Senior,6,13,12,30,36,0.9448,0.8796,1.2283,0.8329,0.1895,0.0991,0.8582,1.483,0.7891,0.0855,0.8367,0.7701,0.8288,0,0,0,0
SE-020,2024,8,DevOps,Senior,6,13,12,37,43,0.8988,0.9255,1.178,0.8398,0.1885,0.114,0.8497,1.7527,0.9407,0.1135,0.8451,0.7919,0.8571,0,0,0,0
SE-020,2024,9,DevOps,Senior,6,12,11,30,35,0.9215,0.889,1.1552,0.83,0.2656,0.0921,0.8468,1.7221,0.8827,0.1364,0.7663,0.7409,0.8304,0,0,0,0
SE-020,2024,10,DevOps,Senior,6,11,10,17,40,0.8949,0.8265,1.18,0.8112,0.2537,0.1734,0.8734,1.4945,0.8997,0.1164,0.888,0.6848,0.9001,0,0,0,0
SE-020,2024,11,DevOps,Senior,6,12,11,26,42,0.9554,0.8679,1.0639,0.8126,0.228,0.1599,0.8263,1.3746,0.907,0.1157,0.8879,0.8156,0.8803,0,0,0,0
SE-020,2024,12,DevOps,Senior,6,14,13,40,41,0.9271,0.8738,1.1906,0.8234,0.193,0.1052,0.8638,2.1139,0.9535,0.1408,0.8505,0.6733,0.8437,0,0,0,1
SE-020,2024,13,DevOps,Senior,6,13,11,27,38,0.8555,0.8846,1.068,0.8272,0.1609,0.1049,0.889,1.4739,0.8397,0.1395,0.8176,0.7206,0.93,0,0,0,0
SE-020,2024,14,DevOps,Senior,6,12,11,36,41,0.9276,0.819,1.1762,0.8118,0.2475,0.1121,0.8452,1.3196,0.9171,0.1238,0.7732,0.8282,0.8481,0,0,0,0
SE-020,2024,15,DevOps,Senior,6,9,9,18,31,0.9706,0.8731,1.1234,0.8567,0.2378,0.0724,0.8568,1.992,0.7035,0.1278,0.8024,0.7486,0.9558,0,0,0,0
SE-020,2024,16,DevOps,Senior,6,10,9,40,42,0.9354,0.8387,1.1465,0.8197,0.2495,0.086,0.9048,1.7376,0.9473,0.1237,0.909,0.8008,0.8816,0,0,0,0
SE-020,2024,17,DevOps,Senior,6,11,9,33,43,0.8472,0.7891,1.1462,0.8353,0.1526,0.1435,0.9169,1.5856,0.9401,0.194,0.7452,0.7912,0.8814,0,0,0,0
SE-020,2024,18,DevOps,Senior,6,13,12,29,38,0.9308,0.8432,1.1186,0.8832,0.1832,0.1436,0.792,1.5716,0.9159,0.1459,0.7906,0.7318,0.9158,0,0,0,0
SE-020,2024,19,DevOps,Senior,6,14,13,18,40,0.9071,0.8201,1.0696,0.8209,0.2565,0.1353,0.8813,1.543,0.9867,0.1984,0.7518,0.7138,0.8766,0,0,0,0
SE-020,2024,20,DevOps,Senior,6,11,10,40,38,0.8905,0.8578,1.0507,0.8079,0.2589,0.0963,0.9535,1.8839,1.0237,0.1763,0.7539,0.7475,0.8908,0,0,0,0
SE-020,2024,21,DevOps,Senior,6,9,9,30,37,0.9592,0.9073,1.1079,0.7849,0.2131,0.1007,0.9296,1.4385,0.9435,0.1132,0.7946,0.7905,0.8613,0,0,0,0
SE-020,2024,22,DevOps,Senior,6,11,9,14,40,0.8416,0.8497,1.0951,0.8424,0.162,0.1199,0.9222,1.8165,0.9342,0.1234,0.8266,0.7542,0.8912,0,0,1,0
SE-020,2024,23,DevOps,Senior,6,13,12,36,39,0.8974,0.9173,1.1725,0.7622,0.2411,0.1187,0.8625,1.5717,0.9577,0.1266,0.8752,0.758,0.909,0,0,0,0
SE-020,2024,24,DevOps,Senior,6,12,11,25,35,0.8991,0.9264,1.2101,0.7141,0.3127,0.0984,0.8752,1.8005,0.7323,0.0852,0.8158,0.866,0.8627,0,0,0,0
SE-020,2024,25,DevOps,Senior,6,11,10,40,40,0.9107,0.8588,1.1109,0.8146,0.2539,0.1213,0.8616,1.9824,0.8287,0.1601,0.7924,0.7946,0.9554,0,0,0,0
SE-020,2024,26,DevOps,Senior,6,7,7,12,35,0.9324,0.8381,1.1807,0.8046,0.1841,0.092,0.8747,1.407,0.9403,0.127,0.8186,0.729,0.9921,0,0,0,0
SE-020,2024,27,DevOps,Senior,6,6,6,31,44,0.9191,0.8172,1.1826,0.7372,0.1958,0.0806,0.8759,1.9409,1.0156,0.1224,0.8554,0.7416,0.9389,0,0,0,0
SE-020,2024,28,DevOps,Senior,6,12,11,36,38,0.9145,0.8709,0.9946,0.8133,0.1342,0.1279,0.8607,1.4484,0.7496,0.0948,0.8297,0.7518,0.8222,0,0,0,0
SE-020,2024,29,DevOps,Senior,6,7,6,19,38,0.8875,0.9031,1.1075,0.8022,0.2941,0.1241,0.9252,1.7851,0.9727,0.1496,0.9003,0.6973,0.8059,0,0,0,1
SE-020,2024,30,DevOps,Senior,6,13,11,27,37,0.8833,0.8241,1.1297,0.7749,0.1295,0.1252,0.8866,1.8572,0.7237,0.0912,0.9018,0.6739,0.8478,0,0,0,0
SE-020,2024,31,DevOps,Senior,6,12,11,17,34,0.8783,0.8892,1.1941,0.7872,0.1472,0.1541,0.8765,1.5372,0.8755,0.098,0.8851,0.8551,0.8637,0,0,1,0
SE-020,2024,32,DevOps,Senior,6,7,6,28,35,0.8922,0.8968,1.2816,0.7607,0.2679,0.1829,0.9275,1.6083,0.8413,0.1066,0.8459,0.7551,0.8711,0,0,0,0
